start,end,flow,travel_time
1,117,7074.900000000001,1.1529198689124767
2,87,9662.5,1.3077728285644097
3,74,7669.000000000003,1.1766938339006718
4,233,12173.800000000003,1.6380226412299252
5,165,2586.7999999999984,1.0915747901668154
6,213,6576.600000000001,1.1370960748889005
7,253,7137.0999999999985,1.1551455588519777
8,411,722.0999999999998,1.0000479629182888
9,379,1438.1787109374995,1.0007546883441378
9,395,799.3212890625,1.0000720114805588
10,338,103.683984375,1.000000020387451
10,362,45.61601562499999,1.0000000007638106
11,309,485.8000000000001,1.0000098253099972
12,275,488.2000000000001,1.0000100209136558
13,262,37.0,1.0000000003306155
14,257,125.19999999999997,1.0000000433444538
15,254,407.10000000000014,1.000004845299525
16,263,248.99999999999997,1.0000006781310156
17,276,648.3000000000002,1.0000311616400124
18,322,2218.3336425781245,1.0042719256186756
18,348,650.466357421875,1.000031580251011
19,364,706.8692382812501,1.0000440425594357
19,380,331.13076171875,1.0000021208713838
20,397,503.60000000000025,1.000011346426534
21,413,1294.8,1.00049582335842
21,412,1347.0,1.000580746502072
22,414,375.1000000000001,1.0000034922431678
22,415,1149.2999999999997,1.0003077866980834
23,416,1522.5000000000002,1.000947862681671
24,266,5069.6800292968765,0.1496543486751193
24,267,4203.593457031252,0.1493453214085066
25,269,5105.525390625001,0.1496710993518675
25,268,6768.757421875002,0.15093053982005086
26,274,1389.9042480468745,0.14907163380782873
26,273,4325.360693359375,0.14937883884156256
27,302,2678.872998046875,0.14911401108375624
27,303,2873.8947753906236,0.1491288400703805
28,303,3196.0211914062506,0.14916088506723876
28,304,3613.059814453124,0.14921950324678004
29,337,8913.493994140634,0.15466830136431672
29,308,8382.238037109379,0.15344792255572268
30,340,2700.04912109375,0.1491154729357359
30,341,3066.542822265626,0.14914677257210884
31,329,3770.9448242187505,0.14924771173033305
31,330,3736.0968261718745,0.14924117202595338
32,332,2657.125732421875,0.14911254545669841
32,333,1757.1731933593753,0.14907678070866442
33,361,7365.660107421882,0.15167952903720788
33,337,8145.834179687503,0.15297436316643034
34,369,3865.69638671875,0.14926643254923952
34,385,2701.393505859375,0.14911556691182346
35,389,1733.1300781249995,0.14907632722119926
35,373,2531.927685546875,0.14910478157036366
36,378,4426.193994140629,0.14940882229929772
36,394,5802.362988281254,0.1500738969662405
37,402,1711.687451171873,0.14907593839284003
37,401,6283.848144531254,0.1504515618229756
38,407,3450.0458007812485,0.14919401102052077
38,406,5718.501562500003,0.15001701102960532
39,266,0.0,1.459848485
39,267,0.0,1.459848485
40,269,0.0,1.320075758
40,268,0.0,1.320075758
41,274,0.0,1.0
41,273,0.0,1.0
42,303,0.0,1.0
42,302,0.0,1.0
43,303,0.0,1.540151515
43,304,0.0,1.540151515
44,308,0.0,1.0
44,337,0.0,3.0
45,340,0.0,1.0
45,341,0.0,1.0
46,329,0.0,1.0
46,330,0.0,1.0
47,332,0.0,0.920075758
47,333,0.0,0.940151515
48,361,0.0,1.0
48,337,0.0,1.0
49,369,0.0,1.0
49,385,0.0,1.0
50,389,0.0,1.0
50,373,0.0,1.0
51,378,0.0,1.0
51,394,0.0,1.0
52,401,0.0,1.0
52,402,0.0,1.0
53,406,0.0,1.079924242
53,407,0.0,1.059848485
54,56,605.5000976562499,0.333334357369965
54,230,114.79999999999998,0.33333333432363277
55,59,2490.7577148437504,0.33362664234686484
56,102,1990.4000976562495,0.33345294135112885
57,54,720.30009765625,0.33333538441657773
57,235,1676.1999999999998,0.3333934923744087
58,137,2457.0200195312495,0.3336110706435658
58,145,4668.839355468749,0.3369543927447769
59,146,2492.3550292968753,0.3336273954640823
60,230,2150.4168457031255,0.3334962965888138
60,102,0.0,0.333333333
61,136,2421.9934570312503,0.33359556870813273
62,2,13602.199999999997,1.943886676653488
63,62,13602.199999999997,3.1740234017048032
64,189,38.212939453125,0.33333333303967183
64,63,5843.947021484376,0.580724106298192
65,64,5882.159960937502,0.37235158072447205
66,65,5882.159960937502,0.24434195450034593
67,66,4566.5762695312515,0.27923180707186757
67,260,0.0,0.5
68,67,4566.5762695312515,1.7982951454684282
69,258,10.4931640625,0.5000000000866158
69,68,4511.563330078126,0.2789186575209343
70,69,4522.056494140626,1.43948168871467
71,255,2256.587060546875,0.6852591286746759
71,70,4459.256494140625,0.27863134798474976
72,71,6715.843554687503,0.30356833148241524
73,141,6188.500000000001,0.3606219546063131
73,72,1480.5,0.46894025657404526
74,73,7669.000000000003,1.300994000452812
75,3,5676.600000000004,1.1163455956739794
76,75,5676.600000000004,1.1536594344696764
77,141,1074.6164062499997,0.3333581445493743
77,76,2167.6085937499997,0.46939221696439415
78,77,3242.2250000000017,0.27429606837062404
79,78,1499.8681152343747,0.2726916276712028
79,256,567.3,0.5007399840813751
80,79,2067.168115234376,1.4080838194950038
81,259,45.869921874999996,0.5000000316288385
81,80,2038.677734375,0.2728774700372318
82,81,2084.5476562500003,1.7575298207144423
83,261,1882.0734863281248,0.5896432409328244
83,82,2084.5476562500003,0.27290193662451007
84,83,3966.6211425781253,0.2322024219182699
85,84,3966.6211425781253,0.35385220285285135
86,85,3965.0862792968755,0.5527515497657236
86,189,5697.413720703125,0.35293761976828547
87,86,9662.5,1.6210110772685784
88,1,8328.000000000002,1.210378931129313
89,88,8328.000000000002,1.3832330073586745
90,89,5643.010791015627,0.2880441962394197
90,293,703.5033203125004,0.5017499911363726
91,90,6346.514111328126,0.24977760150899767
92,91,6346.514111328126,0.3448237214794546
93,195,410.83828125,0.33333386305829205
93,92,2588.3722167968754,0.3499037671926888
93,183,613.3702148437499,0.333335966484398
94,93,3612.5807128906263,0.7044864240892109
95,290,0.0,0.5
95,94,1990.4000976562495,0.2728534426943138
96,95,1990.4000976562495,1.244170357181052
97,96,1990.4000976562495,0.2728534426943138
97,288,0.0,0.5
98,97,1990.4000976562495,0.622188532553248
99,98,1990.4000976562495,0.2728534426943138
99,283,0.0,0.5
100,99,1990.4000976562495,0.3929502989848306
101,100,1990.4000976562495,0.2728534426943138
101,278,0.0,0.5
102,101,1990.4000976562495,0.7749451189570451
103,59,1.5973144531249999,0.33333333300000006
103,237,1950.191650390625,0.33344356536799535
103,61,2421.9934570312503,0.33359556870813273
104,103,4373.782421875001,0.7900822482982159
105,279,0.0,0.5
105,104,4373.782421875001,0.2781831334713925
106,105,4373.782421875001,0.4006258612341811
107,106,4373.782421875001,0.2781831334713925
107,284,0.0,0.5
108,107,4373.782421875001,0.6343418425896119
109,108,3002.3455566406246,0.273851005281739
109,289,0.0,0.5
110,109,3002.3455566406246,1.248719091433593
111,291,924.2515625000001,0.5052135316786396
111,110,3002.3455566406246,0.273851005281739
112,111,3926.597119140625,0.7071116806923547
113,183,0.0,0.333333333
113,195,2969.3022949218753,0.33477963062802996
113,112,1718.064599609375,0.34919906580904364
114,113,4687.366894531249,0.32471141818021704
115,114,4687.366894531249,0.23520898987940486
116,294,2699.9327148437496,0.8796496535143645
116,115,4374.96728515625,0.2781891699914575
117,116,7074.900000000001,1.2429520937433511
118,5,4644.200000000001,1.1020562452704585
119,118,4644.200000000001,1.1187733250860805
120,119,3114.8690917968743,0.27404703949507286
120,400,2986.737939453125,1.0685382883418832
121,120,6101.607031250004,0.5874102905117091
122,121,6101.607031250004,0.6697367331179618
123,122,5968.664599609379,0.29192626033653823
123,382,0.7097656250000001,0.5000000000000018
124,123,5969.374365234378,0.922471782026387
125,366,865.2651367187498,0.5040046822682862
125,124,5969.374365234378,0.29193544777331254
126,125,6834.63950195313,0.9663362725561822
127,126,6184.2080078125055,0.2948706046710813
127,350,0.0,0.5
128,127,6184.2080078125055,0.6723943337556884
129,128,6184.2080078125055,0.3420052237574789
130,129,5666.711083984379,0.28830504682767166
130,324,1399.597998046875,0.5274147628506531
131,130,7066.3090820312555,0.9813010275826042
132,314,371.72285156249995,0.5001364106515195
132,131,7066.3090820312555,0.3601946469441887
133,132,7438.031933593757,0.5489075276051029
134,133,7438.031933593757,0.4086580278715353
135,134,7121.689746093754,0.3117565865070349
135,298,446.12216796875,0.5002830000153476
136,135,7567.811914062504,0.18056518908185146
137,136,5145.818457031252,0.6571324190292287
138,137,2688.7984375,0.1313196249286572
138,60,2150.4168457031255,0.3334962965888138
138,236,3044.20380859375,0.33398781071894756
139,138,7883.419091796881,1.3255456265259822
140,265,1565.0953124999999,0.5428681168519507
140,139,5698.021093750003,0.2886547056896551
141,140,7263.116406250003,1.0835089218246914
142,72,5235.343554687503,0.34731055179045106
142,76,3508.991406250001,0.33615411313552446
143,142,8744.334960937502,1.2438875413279484
144,143,8719.934960937502,0.36059045792604416
144,264,1987.0116210937492,0.611371192888594
145,144,10706.946582031238,1.5502330275916474
146,145,6038.107226562506,0.12889431941308224
147,146,3545.752197265627,0.7700553895321145
147,57,2396.5000976562496,0.33358470087297654
148,147,5942.252294921878,0.24497700317895982
149,148,5470.979296875004,0.2862469712762607
149,297,230.391552734375,0.5000201297068291
150,149,5701.37084960938,0.3696138286312605
151,150,5701.37084960938,0.2425454059370468
152,310,119.69999999999999,0.5000014667221296
152,151,4326.918652343754,0.6338063104371316
153,152,4446.618652343754,0.7130801744526246
154,153,2987.5186523437524,0.27382676238564985
154,323,342.309912109375,0.5000980955130455
155,154,3329.828564453127,0.318361353439816
156,155,3329.828564453127,0.6259096507003079
157,349,457.59999999999997,0.5003132674746587
157,156,3329.828564453127,0.2744852951698505
158,157,3787.428564453128,0.8713145029867064
159,365,0.0,0.5
159,158,2980.4285644531265,0.2738152965008067
160,159,2980.4285644531265,0.8652148495009627
161,160,2980.4285644531265,0.2738152965008067
161,381,253.70000000000005,0.5000295973693303
162,161,3234.128564453127,0.6254400005778821
163,162,3234.128564453127,0.5485586712956779
164,399,819.480615234375,0.5032220033100752
164,163,1767.3193847656248,0.2727630687122511
165,164,2586.7999999999984,1.0931838350869516
166,6,6522.2,1.1355720176199169
167,166,6522.2,1.2005989411736253
168,167,5270.7708984375,0.2843583768534212
168,409,2178.4177734375007,0.6608925481004593
169,168,7449.188671875001,0.9073391816728449
170,169,5243.623242187503,0.3637575079870187
171,216,209.90512695312498,0.33333336911870776
171,170,999.1572753906253,0.0654724569264742
172,171,1209.0624023437504,0.2835943342028937
172,393,0.0,0.5
173,172,1209.0624023437504,0.5017120454922872
174,173,1209.0624023437504,0.22906490688060502
175,377,172.54277343750002,0.5000063322542079
175,174,1198.6467773437503,0.27264603253312764
176,175,1371.1895507812503,0.8180052355746196
177,176,180.26845703125002,0.27261463806901975
177,360,0.0,0.5
178,177,180.26845703125002,0.8178439142070595
179,336,19.549365234375,0.5000000010435227
179,178,108.22880859375002,0.27261462408776654
180,179,127.778173828125,1.9083023823945617
