start,end,flow,travel_time
1,7,1155.1367901176473,0.22283384191381916
1,9,0.0,0.402046
1,3,611.9369598823529,0.23897345330194814
2,3,1193.2922990000002,0.1600217603918008
3,2,1171.7404110000002,0.15912326012341893
3,7,0.0,0.349058
3,6,2079.7156648823534,0.10974194496919223
3,1,262.195961,0.2402972235325814
4,8,0.0,0.089394
4,6,0.0,0.153312
5,11,0.0,0.38247
5,10,0.0,0.15102
6,13,753.1142117647059,0.2837463856662427
6,4,0.0,0.151643
6,17,0.0,0.364887
6,8,3809.798489529413,0.04406077883823316
6,3,2896.312580000001,0.10854188476494574
7,9,0.0,0.105565
7,1,768.5734090000001,0.21890584439005792
7,3,0.0,0.346955
7,13,1879.9057091176473,0.08869408238036046
8,11,2672.8206086470586,0.08557552451196958
8,4,0.0,0.090973
8,6,3024.9095317647057,0.0390386645485565
8,16,1136.9778808823528,0.1777438718949087
9,1,0.0,0.403219
9,13,450.8673810000002,0.064735372697642
9,7,0.0,0.104603
9,12,422.756,0.14420397002833446
10,5,0.0,0.148699
10,20,432.3320969999999,0.16689881740934986
10,11,1726.4704725294112,0.02628654988434018
10,18,559.1318731764709,0.1510935743280668
11,8,1726.4704725294112,0.08527059429247201
11,5,0.0,0.374745
11,10,2672.8206086470586,0.02619787262219574
11,19,0.0,0.375603
12,9,450.8673810000002,0.14364275659190848
13,14,626.1718514705883,0.1356703905755375
13,9,422.756,0.06562202548807175
13,6,579.8929106470589,0.279824784292053
13,7,1687.0619080000006,0.0927765146900884
13,15,0.0,0.285875
14,13,215.97955823529412,0.12506611718057994
14,22,1093.1887584705883,0.1531543470302003
14,17,86.78809,0.10123400068908724
15,13,0.0,0.296532
16,17,753.6867885294117,0.021253644359371947
16,8,1298.439059235294,0.17698908878593642
16,19,643.2388119999999,0.06895587696836518
16,22,2778.0277278823523,0.04968969531512347
17,22,0.0,0.173992
17,14,293.8410515294117,0.10539420373679992
17,6,0.0,0.361371
17,16,1098.8184069999998,0.022101381866767654
18,10,919.048821764706,0.14997637665718186
18,21,61.978485647058825,0.07914500004276796
18,19,976.399224529412,0.03522926598498222
19,22,0.0,0.181953
19,18,643.2388119999999,0.05595891617039709
19,16,976.399224529412,0.0692498562748481
19,11,0.0,0.372797
20,21,1764.028292411765,0.3075865606665621
20,30,448.0663814117645,0.18532686455385006
20,10,645.907704294118,0.16951039430808984
20,58,322.5001296470589,0.18785506583780043
21,22,4531.306034352941,0.12182081760249276
21,20,601.6133882941177,0.28076472788930074
21,18,202.8712667647059,0.07963902293882602
21,23,2886.585985882353,0.06713726686908607
22,40,0.0,0.456892
22,29,3104.9620749411765,0.09752946862898648
22,14,459.9276937058823,0.14644297572594941
22,21,5402.660818235294,0.13684196589918116
22,16,1709.012295235294,0.048699401266278954
22,23,923.5944114705884,0.21108319487623417
22,17,0.0,0.16739
22,25,1507.0766508823535,0.212413898642079
22,28,0.0,0.259227
22,19,0.0,0.177751
23,24,4010.1044378823535,0.037036448082632165
23,22,786.8122235882354,0.19031495181177754
23,21,913.169368,0.0661756850936317
23,31,0.0,0.458553
24,25,3401.195957352942,0.028098269315145426
24,33,4499.078796352943,0.2369961075041616
24,26,4119.45737217647,0.023943324929099986
24,23,2989.154143705883,0.03589363431113781
25,22,1144.803650117647,0.1995376970312937
25,26,0.0,0.060308
25,24,1905.514061117647,0.02695568713765651
26,28,3310.563637294117,0.027260775051959955
26,27,0.0,0.050181
26,25,0.0,0.056615
26,24,2578.5116440588235,0.015716401439058215
27,26,1233.2126842352939,0.06918381965372404
27,28,891.8932255294119,0.04976161049044599
27,35,0.0,0.461083
27,33,35.95685729411766,0.22787500114763407
28,22,154.8354329411765,0.25735613635509247
28,26,2394.3601219411767,0.02328979428000105
28,27,35.95685729411766,0.04899400093008874
28,37,3508.4328042352936,0.11768010739123258
29,41,2243.202940764706,0.07978001570709022
29,22,1077.9431561176473,0.0976213223407227
29,49,0.0,0.862656
30,60,5800.528911176471,0.14833100146344347
30,20,1521.2999992352936,0.18748815834353136
30,31,3450.957919117647,0.032890177907458906
31,23,768.7063854117648,0.5033885431823663
31,60,651.7382894117645,0.18183940262470064
31,30,3180.0718434117657,0.03338859043335824
31,32,1827.5635551176451,0.060231667750076746
32,33,2551.9831089411773,0.11377506125959014
32,34,3014.3710808235287,0.03055735450322384
32,60,3357.21908682353,0.15753164303369593
32,31,437.6714793529411,0.06035537398377815
33,32,388.1086765294118,0.0983600856016935
33,24,8372.711023529417,0.30677887713708324
33,34,4372.511201823531,0.07191025780032696
33,27,2125.1059097647053,0.2510162659889677
34,33,5991.983626058825,0.08337634736784696
34,35,3904.15105464706,0.13543121337165337
34,32,702.203300941177,0.02698086853454487
34,60,6274.529643705881,0.16795718140335694
35,71,0.0,0.119188
35,27,0.0,0.464692
35,36,3639.8908043529414,0.09567290203621356
35,34,2566.133270235294,0.12974692683192818
36,35,1350.0222419411762,0.09655010528464712
36,43,0.0,0.23694
36,71,6.303526352941177,0.2054700000388175
36,44,3543.3230015882355,0.11550149709411496
37,28,1891.1283535882355,0.12254651542374141
37,38,4385.476144470587,0.05009838363453223
37,42,0.0,0.169636
38,42,3777.726380470589,0.08824629172273181
38,37,2121.6303828235295,0.05429223299800121
