start,end,flow,travel_time
1,7,1181.0616030591598,0.22283577687478145
1,9,0.0,0.402046
1,3,586.0121469408411,0.23897210928814067
2,3,1193.292299,0.16002176039180077
3,2,1171.740411,0.15912326012341887
3,7,134.776233,0.349088135450758
3,6,1080.419059940841,0.10951669542535494
3,1,262.19596099999995,0.2402972235325814
4,8,0.0,0.089394
4,6,0.0,0.153312
5,11,0.0,0.38247
5,10,0.0,0.15102
6,13,596.1762900435245,0.2834121337273066
6,4,0.0,0.151643
6,17,0.0,0.364887
6,8,2993.0883979955215,0.04341153429930511
6,3,1987.6412007732815,0.10785949693595522
7,9,134.776233,0.10557611946656256
7,1,768.5734090000001,0.21890584439005792
7,3,70.07582022671752,0.34695632091837175
7,13,262.5731040591592,0.0885590514109218
8,11,1808.1784979955205,0.08517825511438178
8,4,0.0,0.090973
8,6,2221.502900043525,0.03877298847547738
8,16,1184.9098999999999,0.17774851838076178
9,1,0.0,0.403219
9,13,345.5356537732825,0.0642916704996838
9,7,105.33172722671752,0.10460716923551173
9,12,422.756,0.14420397002833446
10,5,0.0,0.148699
10,20,473.65096699551987,0.1668991776151833
10,11,1241.0225360435252,0.026280282665586945
10,18,634.4126519900003,0.15109986860124902
11,8,1241.0225360435252,0.08520638610314281
11,5,0.0,0.374745
11,10,1808.1784979955205,0.02615923650253236
11,19,0.0,0.375603
12,9,450.867381,0.14364275659190848
13,14,661.6370000044803,0.13567245915800485
13,9,287.979767,0.06520455689200885
13,6,500.27675482796167,0.2796379746253837
13,7,8.548583,0.09274900000001814
13,15,0.0,0.285875
14,13,238.14124695647553,0.12506617319826702
14,22,1128.65390700448,0.15322277687312183
14,17,86.78809,0.10123400068908724
15,13,0.0,0.296532
16,17,725.06023499,0.021253551900629213
16,8,980.4803639999997,0.17685878073106417
16,19,848.608322,0.06895765658739952
16,22,2020.9092590000002,0.04890661284154195
17,22,0.0,0.173992
17,14,265.21449799000004,0.10539413520994842
17,6,0.0,0.361371
17,16,1098.818407,0.022101381866767654
18,10,1299.745069,0.15064354429958135
18,21,737.787324,0.07914585877531362
18,19,256.3298029900001,0.03522601551318226
19,22,0.0,0.181953
19,18,848.608322,0.0559607753415395
19,16,256.3298029900001,0.0692460183170146
19,11,0.0,0.372797
20,21,1386.8019559714774,0.30210557358798545
20,30,442.068315924701,0.18532681918155725
20,10,761.0052800335244,0.16951354063750249
20,58,694.6701208272441,0.1880206378451716
21,22,1625.4150510717614,0.10573579197429235
21,20,920.9646683598118,0.2814911510348908
21,18,258.656642,0.0796390606154821
21,23,2494.2080975537856,0.0670619123866546
22,40,0.0,0.456892
