start,end,flow,travel_time
1,2,10500.0,6.024310125004181
1,3,12366.666666666668,4.046777888620703
2,6,10400.0,19.51794472936013
2,1,8033.333333333332,6.008329389040938
3,4,17600.0,4.671658802795666
3,1,14833.333333333336,4.096824446040729
3,12,18800.0,4.24983966733695
4,3,17266.666666666668,4.62220294139334
4,11,6466.666666666667,8.710526134751241
4,5,18866.666666666668,2.3801035805369826
5,4,18866.666666666668,2.3801035805369826
5,9,17366.66666666667,11.822242266759268
5,6,8233.333333333334,8.599777997291723
6,8,16100.0,37.00589834387658
6,5,7900.000000000001,7.898903106766078
6,2,7933.333333333331,9.915804364580506
7,18,15200.000000000004,2.05337948162926
7,8,13400.0,6.836773439044537
8,6,13299.999999999998,18.302127558407584
8,16,11233.333333333334,23.423322029583513
8,7,14500.0,8.260402438383691
8,9,8200.000000000002,20.425927787359157
9,10,21266.66666666667,5.45458989433829
9,5,17700.0,12.3612968075
9,8,8400.000000000002,21.480913563537168
10,16,9600.000000000002,13.172942848553484
10,9,21900.000000000004,5.760309024064364
10,17,9400.0,23.06845492390175
10,15,23900.000000000004,14.809583325667596
10,11,23600.0,28.265333119999994
11,14,14866.666666666668,55.82863845683814
11,12,16166.666666666672,111.87992713872043
11,4,6233.333333333334,8.339985172655387
11,10,24200.0,30.723065719999994
12,3,21600.000000000007,4.435356467438642
12,11,12400.0,42.64531328581686
12,13,14833.333333333336,3.0484122230021526
13,12,13966.666666666668,3.0380514379337042
13,24,11166.666666666668,17.884993096619223
14,11,19100.0,145.20460265464789
14,23,13966.666666666668,42.81246668742249
14,15,8733.333333333334,11.311751393981947
15,19,22433.333333333336,5.532650359379236
15,14,17700.0,111.49342716027668
15,22,16266.666666666668,6.710822137499486
15,10,22133.333333333336,12.479642756831892
16,8,9333.333333333332,13.779715947372972
16,17,13033.333333333336,13.570879833767151
16,10,11300.0,21.609114989062498
16,18,18300.0,3.336453936481515
17,19,10866.666666666668,9.724940552736872
17,10,9400.0,23.06845492390175
17,16,13733.333333333336,16.264226223346128
18,20,19766.666666666668,4.305325973503167
18,7,14100.000000000002,2.039525416121666
18,16,17400.0,3.2749908529483562
19,20,12233.333333333334,25.455801723653224
19,15,23466.666666666668,6.032533574546684
19,17,11566.666666666668,11.916139890592513
20,21,13666.666666666668,53.89839326530297
20,19,13966.666666666668,40.45327752885243
20,22,7633.333333333334,8.836501338122966
20,18,17666.666666666668,4.194826691464819
21,24,8866.666666666668,7.882796435175405
21,22,15966.66666666667,28.06161995884102
21,20,12333.333333333332,37.76818585170275
22,15,22333.333333333336,16.18530139666981
22,21,14233.333333333332,18.457764891068138
22,23,9366.666666666668,11.3894394322963
22,20,8500.000000000002,10.898670625663605
23,22,14566.666666666666,47.22270691674073
23,14,9233.333333333334,11.413686703809795
23,24,8366.666666666668,4.2099701562667455
24,13,10200.000000000002,13.666119188917373
24,23,8833.333333333334,4.7458386815189995
24,21,9266.666666666668,8.825339700134688
