start,end,flow,travel_time
1,2,14526.08695652174,6.089048078833615
1,3,21186.956521739132,4.402999305172388
2,6,12439.13043478261,34.71199878540676
2,1,13534.782608695652,6.067117401544099
3,4,43656.52173913044,29.426967268851076
3,1,22178.26086956522,4.483882533618396
3,12,46460.86956521739,13.31921499850474
4,3,45030.434782608696,32.7821081457993
4,11,20043.478260869564,256.1635641119862
4,5,50352.17391304348,21.283868315658832
5,4,51234.782608695634,22.67192144796069
5,9,55608.69565217391,722.1864855259773
5,6,16295.652173913042,74.58640475522373
6,8,23082.60869565217,149.90310125370647
6,5,17969.565217391304,108.3720838232734
6,2,11447.826086956526,26.313946623789725
7,18,30469.565217391308,2.8619161708478154
7,8,30291.30434782608,103.18872724159051
8,6,23765.21739130435,168.1900002592151
8,16,16108.695652173914,82.90670991031038
8,7,25208.695652173912,51.05609322877877
8,9,28160.869565217403,1460.252247492124
9,10,97143.47826086955,1071.6508705393724
9,5,54817.391304347846,682.2277102439136
9,8,22052.173913043483,555.3369670728612
10,16,40708.69565217392,2970.009276414494
10,9,90343.4782608696,802.4079705708116
10,17,35408.69565217393,3041.870400065554
10,15,83626.08695652174,1326.477077809206
10,11,65413.04347826091,1378.152233454017
11,14,21252.17391304349,220.43566604023047
11,12,20769.565217391308,294.4305906425277
11,4,20634.78260869565,287.01615657745805
11,10,66134.78260869566,1439.7656964485052
12,3,46078.26086956523,13.016008501410363
12,11,21526.086956521736,338.8066989698703
12,13,29382.608695652165,3.7453519735981464
13,12,29856.52173913043,3.7946151584103553
13,24,18673.913043478264,112.59073870512118
14,11,21908.695652173912,248.4451773000761
14,23,17691.304347826088,103.91704629404762
14,15,16586.95652173913,87.12900537478217
15,19,28704.34782608695,9.788764385088633
15,14,17130.434782608703,98.43364279377039
15,22,37769.56521739132,110.85587628337444
15,10,86791.30434782614,1538.0347805660085
16,8,17817.391304347828,121.60302865974742
16,17,24030.434782608703,135.71831239939488
16,10,35195.65217391307,1661.2186945896103
16,18,57704.34782608695,36.262539473558974
17,19,23869.565217391308,181.84062298726798
17,10,30134.78260869569,1599.5839839515484
17,16,28834.782608695663,279.21140803445354
18,20,48443.47826086958,15.014664372773753
18,7,35552.17391304347,3.5975874755353425
18,16,49095.65217391306,20.429839531655297
19,20,20382.60869565217,169.35014381589679
19,15,30186.95652173912,11.303808348063335
19,17,23400.000000000007,168.10136224695944
20,21,17452.173913043473,133.37044494472957
20,19,21395.652173913044,204.75557988436995
20,22,16869.565217391308,96.5153619754115
20,18,44817.39130434784,12.068936381621837
21,24,15108.69565217391,44.16565052779388
21,22,18030.434782608692,44.38080191682802
21,20,14921.739130434784,74.06883379842733
22,15,39895.65217391305,137.26973913636675
22,21,16499.999999999996,31.72214506500646
22,23,12930.434782608696,30.836368438926726
22,20,16686.95652173914,92.61671799559747
23,22,13343.478260869568,34.43318756869659
23,14,17804.347826086956,106.4954182740697
23,24,16308.695652173921,33.90461104605055
24,13,19047.826086956524,121.55284045387201
24,23,16834.782608695652,38.22484971345907
24,21,14108.69565217391,34.30217763462077
