start,end,flow,travel_time
1,2,7130.5084745762715,6.005170255404269
1,3,10079.661016949145,4.020644943722121
2,6,8172.881355932198,10.536974954812441
2,1,7149.152542372879,6.005224542312423
3,4,23615.254237288125,6.17705069223534
3,1,10061.016949152541,4.020492621487497
3,12,18223.72881355932,4.220586521478065
4,3,23696.610169491527,6.207206345533308
4,11,7230.5084745762715,10.23649849171092
4,5,31027.118644067807,4.780270427279122
5,4,31057.62711864406,4.7912217500318555
5,9,31576.271186440663,79.55978317820797
5,6,8188.135593220334,8.49960282435863
6,8,18855.932203389824,67.86121756707635
6,5,8203.389830508475,8.533227110320695
6,2,8191.525423728813,10.587672137129424
7,18,34493.22033898306,3.415581801652947
7,8,22359.3220338983,32.74277497976637
8,6,18889.830508474573,68.33610500117213
8,16,10779.661016949152,20.62261660328181
8,7,22393.22033898304,32.92355412820324
8,9,7966.101694915246,19.286299539890393
9,10,52267.79661016948,92.56081061193464
9,5,31591.525423728825,79.70396449107639
9,8,7908.474576271185,19.020491347984155
10,16,16996.610169491516,94.13075521682636
10,9,52325.423728813555,92.95644031652155
10,17,15623.72881355932,122.9995331954987
10,15,46091.52542372882,127.85632889020609
10,11,39022.03389830508,178.9005160647049
11,14,8350.847457627116,9.159856059190357
11,12,8994.915254237287,16.146587436677542
11,4,7381.35593220339,10.601254858664946
11,10,39020.33898305084,178.87030467845887
12,3,18123.728813559323,4.215784485558339
12,11,9223.728813559324,17.2190943781997
12,13,14852.542372881351,3.0486634842030593
13,12,15081.35593220339,3.0517322728095104
13,24,8991.52542372881,9.836936454654566
14,11,8371.186440677966,9.210308544398146
14,23,7222.033898305081,6.774842016977651
14,15,14296.610169491523,50.32752847131129
15,19,20864.40677966102,4.895065238289268
15,14,14364.40677966101,51.193462766555086
15,22,25837.288135593208,26.619112975032564
15,10,46098.30508474577,127.92804071930374
16,8,10905.084745762711,21.362495438474127
16,17,17113.559322033896,36.39582662038904
16,10,16994.91525423729,94.09480895665547
16,18,44925.42372881356,15.220528351227465
17,19,10105.08474576271,7.776564205631349
17,10,15577.966101694912,121.65808298422083
17,16,17120.33898305083,36.45036364525478
18,20,76776.27118644064,73.49251973660928
18,7,34459.3220338983,3.410025332021952
18,16,45042.37288135595,15.34827523807298
19,20,19566.10169491526,144.4050520315619
19,15,20891.525423728806,4.904936955593571
19,17,10066.101694915254,7.687940165175962
20,21,18316.949152542384,160.55501325413778
20,19,19554.23728813559,144.0648088664676
20,22,18942.37288135592,150.484246606296
20,18,76759.32203389828,73.43117529637881
21,24,13357.62711864407,28.15036861435307
21,22,9950.847457627118,5.931738702901699
21,20,18367.796610169495,162.27833814195515
22,15,25784.74576271186,26.427572155579302
22,21,10103.389830508473,6.178426944780563
22,23,13057.627118644064,31.907972279929545
22,20,18762.711864406774,145.04283065430133
23,22,12977.96610169491,31.233143521833416
23,14,7174.576271186442,6.702621324195707
23,24,7420.338983050849,3.367324275270005
24,13,9120.338983050848,10.178675408380327
24,23,7293.2203389830465,3.2760094174774768
24,21,13255.932203389826,27.393166950427023
