start,end,flow,travel_time
1,547,4989.129999999992,0.0
2,548,6719.409999999991,0.0
3,549,10095.530000000002,0.0
4,550,9444.620000000003,0.0
5,551,17223.819999999963,0.0
6,552,6446.029999999988,0.0
7,553,9884.279999999992,0.0
8,554,9252.299999999985,0.0
9,555,6699.449999999988,0.0
10,556,13823.649999999989,0.0
11,557,10551.059999999976,0.0
12,558,6985.779999999993,0.0
13,559,9401.48,0.0
14,560,14763.690000000002,0.0
15,561,8934.719999999996,0.0
16,562,10301.010000000002,0.0
17,563,9098.55,0.0
18,564,9300.740000000005,0.0
19,565,2624.6100000000006,0.0
20,566,7707.94999999999,0.0
21,567,4696.169999999999,0.0
22,568,3370.8199999999943,0.0
23,569,12667.829999999987,0.0
24,570,6010.919999999996,0.0
25,571,5993.209999999994,0.0
26,572,12936.82999999999,0.0
27,573,7749.48999999999,0.0
28,574,8700.359999999993,0.0
29,575,14581.239999999987,0.0
30,576,5416.969999999992,0.0
31,577,7838.859999999984,0.0
32,578,7900.649999999994,0.0
33,579,4727.449999999997,0.0
34,580,6460.139999999992,0.0
35,581,5145.609999999997,0.0
36,582,6100.869999999999,0.0
37,583,1148.8100000000022,0.0
38,584,2228.480000000002,0.0
39,585,6737.860000000004,0.0
40,586,1866.6600000000014,0.0
41,587,8069.7399999999925,0.0
42,588,2120.7000000000016,0.0
43,589,5257.639999999992,0.0
44,590,7128.539999999998,0.0
45,591,6238.189999999993,0.0
46,592,6568.320000000003,0.0
47,593,2892.16,0.0
48,594,4978.07,0.0
49,595,3495.579999999992,0.0
50,596,4757.999999999996,0.0
51,597,1577.3000000000006,0.0
52,598,2041.2800000000016,0.0
53,599,4665.3299999999945,0.0
54,600,1259.8700000000003,0.0
55,601,1778.4199999999985,0.0
56,602,4297.129999999994,0.0
57,603,1646.85,0.0
58,604,5962.5,0.0
59,605,5225.79999999999,0.0
60,606,5148.45999999999,0.0
61,607,5264.459999999988,0.0
62,608,5472.499999999987,0.0
63,609,3718.919999999996,0.0
64,610,9104.309999999996,0.0
65,611,3468.0899999999965,0.0
66,612,6193.349999999991,0.0
67,613,3858.5899999999947,0.0
68,614,6526.749999999989,0.0
69,615,6270.569999999994,0.0
70,616,4480.419999999991,0.0
71,617,3979.9199999999964,0.0
72,618,7296.659999999985,0.0
73,619,7675.899999999981,0.0
74,620,2642.7199999999993,0.0
75,621,2685.229999999994,0.0
76,622,5958.8499999999985,0.0
77,623,7998.5399999999845,0.0
78,624,6831.439999999996,0.0
79,625,3838.3299999999963,0.0
