start,end,flow,travel_time
1,316,0.0,1.0833333333333
1,290,948.1378571428573,1.0833333333333
1,307,1297.9711428571434,1.0833333333333
2,304,0.0,1.6666666666667
2,302,0.0,1.6666666666667
3,306,5.038,1.0833333333333
3,301,0.0,1.0833333333333
4,301,0.0,1.0833333333333
4,306,0.0,1.0833333333333
5,299,23.672571428571427,0.5
5,310,3361.402714285715,1.0833333333333
5,298,714.5021428571428,0.5
6,425,741.1318571428573,0.83333333333333
6,424,1796.5681428571424,0.83333333333333
6,456,150.21,0.83333333333333
7,274,776.4054285714287,0.66666666666667
7,281,855.2655714285714,0.66666666666667
7,283,0.0,0.66666666666667
8,456,16.62,0.66666666666667
8,272,789.9962857142857,0.66666666666667
8,474,475.6841428571429,0.66666666666667
8,480,1674.2801428571422,0.66666666666667
9,277,615.6199999999999,0.5
10,206,37.42699999999999,0.41666666666667
10,205,0.2362857142857143,0.41666666666667
10,214,225.1567142857142,0.41666666666667
11,207,108.23271428571431,0.66666666666667
11,206,502.5192857142857,0.66666666666667
12,210,389.5910000000001,0.83333333333333
12,217,0.0,0.83333333333333
12,222,234.25199999999995,0.83333333333333
13,211,111.50914285714286,0.66666666666667
13,224,216.19314285714285,0.66666666666667
13,208,983.5577142857142,0.66666666666667
14,244,694.885,0.58333333333333
15,538,613.7255714285716,0.83333333333333
15,533,1528.9344285714285,0.83333333333333
15,228,131.907,0.83333333333333
16,601,494.8880000000001,1.0
16,602,151.71200000000002,1.0
17,597,26.818428571428576,0.66666666666667
17,621,10.752000000000002,0.66666666666667
17,608,107.44557142857138,0.66666666666667
18,914,110.38000000000002,0.91666666666667
18,937,179.30328571428572,0.91666666666667
18,946,421.57814285714295,0.91666666666667
18,938,443.17857142857133,0.91666666666667
19,931,410.4504285714287,0.83333333333333
19,919,29.984,0.83333333333333
19,617,1056.0125714285716,0.83333333333333
20,916,616.927,0.75
21,943,539.0871428571428,0.5
21,915,617.1028571428573,0.5
22,831,492.589,1.1666666666667
23,836,1460.9895714285713,1.0833333333333
23,839,785.264,1.0833333333333
23,823,2318.343857142858,1.0833333333333
23,835,411.59957142857155,1.0833333333333
24,855,2425.1467142857146,1.1666666666667
24,827,447.94800000000004,1.1666666666667
24,838,1196.2572857142857,1.1666666666667
25,841,585.702,1.25
25,849,545.056,1.25
25,821,2024.4029999999998,1.25
26,844,0.0,0.66666666666667
26,851,592.3394285714287,0.66666666666667
26,322,2638.7575714285717,0.66666666666667
27,317,3070.949857142858,0.66666666666667
27,333,423.6168571428572,0.66666666666667
27,832,0.0,0.66666666666667
27,824,3675.983142857145,0.66666666666667
28,825,998.4178571428572,0.66666666666667
28,339,2608.4661428571435,0.66666666666667
28,328,239.41400000000004,0.66666666666667
29,325,1188.994857142857,0.75
29,331,1053.2171428571428,0.75
30,286,360.4011428571429,0.66666666666667
30,340,753.131857142857,0.66666666666667
31,779,1171.4221428571432,0.61666666666667
31,366,906.0417142857143,0.61666666666667
31,405,2245.1397142857145,0.61666666666667
31,448,314.7844285714286,0.61666666666667
32,347,1280.5587142857148,0.66666666666667
32,356,1030.6988571428574,0.66666666666667
32,287,723.3305714285715,0.66666666666667
32,355,88.61285714285715,0.66666666666667
33,255,2986.1767142857166,1.0833333333333
33,858,2194.1632857142895,1.0833333333333
33,963,1666.389,1.0833333333333
33,961,3602.5074285714322,1.0833333333333
34,967,1174.8635714285715,0.91666666666667
34,964,1186.1877142857147,0.91666666666667
34,870,972.1844285714287,0.91666666666667
34,962,1560.8642857142856,0.91666666666667
35,869,1096.5335714285713,0.75
35,760,1547.573142857143,0.75
35,966,772.9071428571431,0.75
35,758,4225.683000000003,0.75
36,796,0.0,0.61666666666667
36,767,337.5568571428572,0.61666666666667
36,764,238.85871428571429,0.61666666666667
36,788,1095.7282857142857,0.61666666666667
36,763,756.4977142857143,0.61666666666667
37,349,276.54114285714286,0.7
37,458,253.82657142857147,0.7
37,393,249.63057142857147,0.7
37,803,950.6051428571429,0.7
37,459,487.0254285714286,0.7
38,255,3768.2337142857177,0.78333333333333
38,262,3619.7285714285736,0.78333333333333
38,267,1821.3665714285712,0.78333333333333
39,254,115.88857142857145,0.83333333333333
39,880,2815.9110000000005,0.83333333333333
39,881,301.61885714285717,0.83333333333333
39,873,876.2742857142858,0.83333333333333
40,883,1645.5614285714285,1.0833333333333
40,633,4179.286571428571,1.0833333333333
41,761,3496.0204285714303,0.91666666666667
41,875,351.1664285714287,0.91666666666667
41,885,606.131,0.91666666666667
