start,end,flow,travel_time
1,316,0.0,1.0833333333333
1,290,944.4863750000002,1.0833333333333
1,307,1301.6226250000007,1.0833333333333
2,304,0.0,1.6666666666667
2,302,0.0,1.6666666666667
3,306,5.038,1.0833333333333
3,301,0.0,1.0833333333333
4,301,0.0,1.0833333333333
4,306,0.0,1.0833333333333
5,299,6.617,0.5
5,310,3153.738125,1.0833333333333
5,298,724.4761250000001,0.5
6,425,779.244,0.83333333333333
6,424,884.015375,0.83333333333333
6,456,1039.210625,0.83333333333333
7,274,803.7655000000001,0.66666666666667
7,281,827.9054999999998,0.66666666666667
7,283,0.0,0.66666666666667
8,456,482.653,0.66666666666667
8,272,802.4897499999997,0.66666666666667
8,474,344.85749999999996,0.66666666666667
8,480,795.0408749999999,0.66666666666667
9,277,615.6199999999999,0.5
10,206,87.24949999999998,0.41666666666667
10,205,1.654,0.41666666666667
10,214,173.9164999999999,0.41666666666667
11,207,157.586875,0.66666666666667
11,206,453.165125,0.66666666666667
12,210,339.81100000000004,0.83333333333333
12,217,47.24000000000001,0.83333333333333
12,222,236.79199999999992,0.83333333333333
13,211,110.96687500000002,0.66666666666667
13,224,212.86487499999998,0.66666666666667
13,208,1250.1674999999998,0.66666666666667
14,244,694.885,0.58333333333333
15,538,391.97787500000004,0.83333333333333
15,533,1882.589125,0.83333333333333
15,228,0.0,0.83333333333333
16,601,531.41575,1.0
16,602,115.18425000000002,1.0
17,597,26.980875000000005,0.66666666666667
17,621,0.0,0.66666666666667
17,608,118.03512499999997,0.66666666666667
18,914,300.07425,0.91666666666667
18,937,25.644000000000002,0.91666666666667
18,946,447.6076250000001,0.91666666666667
18,938,500.97749999999996,0.91666666666667
19,931,637.956,0.83333333333333
19,919,0.0,0.83333333333333
19,617,860.1021249999999,0.83333333333333
20,916,616.927,0.75
21,943,490.2147500000001,0.5
21,915,665.9752500000001,0.5
22,831,492.589,1.1666666666667
23,836,1181.133375,1.0833333333333
23,839,1215.3709999999996,1.0833333333333
23,823,2020.4066249999998,1.0833333333333
23,835,523.28475,1.0833333333333
24,855,2608.3272500000003,1.1666666666667
24,827,254.4005,1.1666666666667
24,838,1206.62425,1.1666666666667
25,841,509.65625000000006,1.25
25,849,585.2117500000002,1.25
25,821,2060.293,1.25
26,844,0.0,0.66666666666667
26,851,193.58600000000004,0.66666666666667
26,322,3037.511000000001,0.66666666666667
27,317,3157.310000000002,0.66666666666667
27,333,425.4593750000001,0.66666666666667
27,832,0.0,0.66666666666667
27,824,3722.168625000002,0.66666666666667
28,825,851.94,0.66666666666667
28,339,2762.205250000001,0.66666666666667
28,328,232.15275000000003,0.66666666666667
29,325,1455.8315,0.75
29,331,786.3805000000001,0.75
30,286,323.1507500000001,0.66666666666667
30,340,790.3822499999999,0.66666666666667
31,779,1325.7105000000001,0.61666666666667
31,366,737.6088750000001,0.61666666666667
31,405,2171.6627499999995,0.61666666666667
31,448,497.9315000000001,0.61666666666667
32,347,1996.6889999999996,0.66666666666667
32,356,414.35625000000005,0.66666666666667
32,287,778.81575,0.66666666666667
32,355,92.17,0.66666666666667
33,255,3340.406375000003,1.0833333333333
33,858,2706.6491250000045,1.0833333333333
33,963,1533.306875,1.0833333333333
33,961,3548.3637500000013,1.0833333333333
34,967,1718.7615000000003,0.91666666666667
34,964,1436.2936250000002,0.91666666666667
34,870,659.665375,0.91666666666667
34,962,1079.3795,0.91666666666667
