start,end,flow
1,316,1324.1045000000004
1,290,539.4459999999999
1,307,583.6085
2,304,0.0
2,302,0.0
3,306,2.519
3,301,3.346
4,301,0.0
4,306,0.0
5,299,372.9734999999998
5,310,1528.128
5,298,269.22099999999995
6,425,376.00799999999987
6,424,892.8419999999999
6,456,1446.3700000000003
7,274,390.9229999999999
7,281,424.91249999999985
7,283,840.6754999999998
8,456,714.7174999999999
8,272,452.75499999999977
8,474,218.80599999999995
8,480,844.6069999999991
9,277,621.4099999999996
10,206,18.713499999999996
10,205,132.2369999999999
10,214,112.69649999999992
11,207,356.7104999999999
11,206,261.07149999999996
12,210,194.79549999999998
12,217,318.12649999999974
12,222,117.12599999999992
13,211,305.9149999999999
13,224,89.82099999999998
13,208,355.8609999999999
14,244,699.0204999999999
15,538,308.2285
15,533,763.1014999999998
15,228,1223.087
16,601,247.444
16,602,407.4259999999999
17,597,84.49949999999997
17,621,5.376
17,608,55.55399999999998
18,914,636.959
18,937,88.5845
18,946,100.09200000000001
18,938,333.35349999999977
19,931,239.3165
19,919,646.7959999999994
19,617,447.80349999999993
20,916,621.0719999999997
21,943,410.9474999999997
21,915,753.5124999999996
22,831,494.2429999999999
23,836,9228.343500000008
23,839,399.00999999999976
23,823,1894.7860000000007
23,835,133.51049999999998
24,855,1581.4580000000008
24,827,2271.895000000001
24,838,229.24399999999997
25,841,292.851
25,849,1800.538
25,821,1012.2014999999996
26,844,1663.9685000000015
26,851,334.068
26,322,1281.4805000000003
27,317,1509.1265000000005
27,333,311.8344999999999
27,832,1770.053500000001
27,824,1693.1925000000003
28,825,506.4874999999999
28,339,1296.9545000000007
28,328,2082.5560000000014
29,325,1662.0559999999998
29,331,621.1509999999998
30,286,766.2259999999997
30,340,368.8119999999997
31,779,589.6210000000001
31,366,476.9929999999999
31,405,975.7434999999997
31,448,2031.4045000000008
32,347,631.0995000000001
32,356,518.5999999999999
32,287,374.0959999999999
32,355,1627.960500000001
33,255,1306.4115000000031
33,858,461.1154999999998
33,963,3362.8900000000035
33,961,2496.606000000003
34,967,1732.3015
34,964,952.6729999999999
34,870,941.6994999999997
34,962,1858.0760000000002
35,869,440.87299999999993
35,760,735.777
35,966,2533.5579999999995
35,758,1580.2425000000012
36,796,1061.3065000000001
36,767,154.83
36,764,72.155
36,788,480.88199999999983
36,763,464.8144999999997
37,349,1165.3274999999999
37,458,141.88349999999997
37,393,174.69650000000001
37,803,476.78499999999997
37,459,228.54249999999996
38,255,1367.6980000000005
38,262,1853.784500000003
38,267,2201.165
39,254,1588.0945000000004
39,880,919.4049999999999
39,881,872.4914999999997
39,873,379.5899999999999
40,883,4028.4360000000033
40,633,1842.3219999999994
41,761,1232.3325000000011
41,875,192.9875
41,885,8520.343000000004
41,866,391.0559999999999
42,666,0.0
42,687,309.2984999999999
42,676,735.8429999999997
42,679,1284.2149999999997
43,696,538.8705
43,668,0.0
43,688,103.67
43,722,816.7814999999998
43,689,1484.9720000000011
44,473,178.87249999999995
44,450,39.777499999999996
44,455,71.89749999999998
44,503,362.18199999999996
45,551,54.372499999999995
45,555,496.9434999999997
45,530,292.9459999999999
45,522,749.6159999999995
46,263,7946.654499999993
46,262,552.2559999999999
47,264,1109.2780000000005
47,887,1399.2380000000005
48,890,875.2399999999998
48,261,2414.695500000002
49,625,902.4404999999997
49,646,2370.9255000000003
50,623,253.6825
50,652,167.59049999999996
50,700,716.5799999999999
51,655,1846.6349999999998
51,710,874.8280000000002
51,706,402.03649999999993
51,702,409.0764999999999
52,714,785.968
52,699,575.2554999999998
52,659,0.0
52,640,196.2375
53,585,644.2134999999998
53,525,926.6044999999997
53,664,227.98499999999996
54,979,983.3169999999991
55,979,895.5079999999998
55,891,1356.4290000000005
55,251,772.4479999999999
56,889,1169.3269999999993
57,889,702.6179999999998
57,992,1663.151
57,1003,1194.9269999999997
58,888,195.37099999999998
58,627,1274.2139999999995
59,986,747.8579999999998
59,889,489.31199999999984
60,893,525.3969999999999
60,900,1665.8434999999995
60,896,638.784
61,642,957.5604999999999
61,630,1251.1395000000002
61,624,378.41799999999984
62,629,1675.4725000000005
62,637,823.7779999999999
62,653,319.456
63,947,168.497
63,908,767.8499999999997
63,902,643.6264999999997
64,923,177.773
64,925,1149.8919999999998
64,632,957.2339999999998
65,936,2443.1945000000023
65,926,584.9815
65,921,1448.1240000000016
66,998,757.4194999999996
67,995,36.872499999999995
67,996,879.9684999999997
67,994,282.6824999999999
68,1003,654.2734999999999
68,1002,653.2465
68,986,1997.6210000000005
69,985,15132.568500000003
69,982,163.05899999999994
70,960,1432.0085000000004
70,983,295.8399999999999
70,959,196.23499999999999
70,904,920.4984999999998
71,958,384.67049999999995
71,949,58.625
71,985,319.0054999999999
72,951,272.0225
72,957,373.9479999999999
73,940,1694.2479999999996
73,928,378.18099999999987
74,842,5598.739999999997
74,313,2519.5330000000026
74,322,698.4034999999999
74,321,1634.5890000000004
74,1020,1777.443500000001
75,849,792.6759999999997
75,848,1321.3129999999999
76,304,992.6579999999994
76,849,221.31599999999997
76,322,777.7259999999997
77,322,412.777
77,849,182.791
78,839,733.5694999999996
78,848,662.7034999999998
79,304,463.9714999999999
79,313,413.90749999999986
80,304,255.808
80,313,243.40200000000002
81,322,227.78000000000003
81,247,867.4655
81,848,276.58050000000003
82,322,56.47649999999999
82,247,69.42049999999999
82,848,10.8765
83,247,143.23949999999988
83,322,5350.331500000005
83,848,8576.069000000007
84,313,2337.1620000000016
85,313,1028.9234999999999
85,322,176.62
85,304,19562.80849999997
85,849,382.0345
86,313,1419.2665000000034
86,849,2796.5060000000117
86,322,2993.7650000000094
87,849,652.0869999999998
87,322,335.97499999999985
88,313,89.84049999999995
88,322,269.6115
89,313,141.41499999999996
90,321,123.37599999999999
90,304,413.9119999999997
90,322,478.7794999999998
90,313,274.39849999999996
91,1010,983.003
91,1005,1858.7034999999998
91,954,2569.658500000001
92,1006,3664.39
92,1005,4851.769999999999
93,1006,364.94099999999986
93,1005,539.4609999999999
94,999,1045.0224999999996
94,263,2638.229500000002
95,988,1747.9814999999994
96,1006,16.128
96,1005,21.090500000000002
97,999,518.184
98,1009,1433.931
99,1005,89.64449999999995
99,1006,78.81649999999996
100,1007,0.0
100,1006,0.0
101,263,0.0
102,1009,0.0
103,849,0.0
104,849,0.0
105,313,0.0
106,849,0.0
107,849,0.0
107,313,0.0
108,849,0.0
109,849,0.0
110,999,0.0
201,456,3921.845000000018
202,204,384.5544999999998
203,456,384.5544999999998
204,203,384.5544999999998
205,215,132.2369999999999
205,214,0.0
205,206,1086.4144999999996
205,10,1271.9814999999999
206,486,124.31149999999997
206,213,227.53499999999997
206,10,5.385
206,11,1008.9679999999995
207,215,60.45899999999999
207,209,10349.579000000003
207,201,3921.845000000018
207,11,1072.7649999999994
208,13,434.5234999999999
208,209,16.984499999999997
208,211,10154.172500000006
208,273,687.2514999999997
208,277,447.8674999999996
209,208,10450.598000000005
209,207,2369.531000000011
210,212,2453.565500000011
210,469,251.81599999999997
210,211,388.67199999999985
210,12,381.47299999999996
211,13,1409.4440000000006
211,208,302.84849999999994
211,237,9123.19500000002
211,233,301.859
211,210,172.08900000000003
212,209,2453.565500000011
213,454,150.04499999999996
213,214,1545.3780000000002
214,468,580.0589999999997
214,475,58.3735
214,10,1190.8485000000003
214,205,432.169
215,207,12663.916499999998
215,205,1248.3795
216,224,758.8434999999995
216,217,165.18549999999993
216,221,1336.1020000000015
217,222,238.8954999999999
217,223,0.0
217,12,752.1184999999996
217,220,1112.8795
217,216,758.8434999999995
218,210,2436.987500000011
219,222,345.8344999999999
219,223,909.9474999999992
220,221,1335.551
221,218,2436.987500000011
221,230,227.22050000000002
222,12,358.24049999999994
222,225,356.02149999999983
222,217,1677.6539999999995
223,220,222.6715
223,217,687.2759999999995
224,230,0.0
224,13,758.8434999999995
224,216,1501.2875000000013
224,228,8628.898000000008
225,222,1690.0599999999995
225,234,225.99399999999991
225,228,130.02749999999997
226,235,1779.8064999999992
226,539,234.17499999999995
226,238,247.36649999999997
227,603,6309.044500000002
227,236,9.52
227,229,1086.2794999999996
228,235,76.63
228,225,1690.0599999999995
228,227,6309.044500000002
228,15,2048.7194999999992
229,227,9.52
229,597,62.11450000000001
229,232,1256.7184999999997
230,231,227.22050000000002
230,224,10032.919500000013
231,230,10032.919500000013
231,237,353.8185
232,231,1501.230000000002
232,229,71.6345
232,233,411.0619999999999
233,243,1044.4429999999995
233,211,385.39499999999987
233,232,36.4575
234,533,473.3604999999996
235,236,2249.1485
235,228,148.24650000000003
235,226,0.0
236,602,2258.6685
236,227,0.0
236,226,0.0
237,231,8630.573000000008
237,233,753.3744999999998
237,211,100.93099999999998
238,242,0.0
238,235,540.9584999999998
238,234,247.36649999999997
239,576,176.2764999999999
239,240,0.0
240,242,0.0
240,241,0.0
241,538,0.0
241,574,0.0
242,238,540.9584999999998
242,533,0.0
242,240,0.0
242,239,0.0
243,232,699.0204999999999
243,244,1044.4429999999995
244,243,699.0204999999999
244,14,1044.4429999999995
244,245,0.0
244,246,0.0
245,244,0.0
246,244,0.0
247,83,680.1109999999999
247,82,37.73449999999999
247,81,197.87599999999992
247,248,867.4655
248,249,517.95
248,1009,3946.223500000002
248,247,704.7154999999998
249,831,517.95
249,248,3232.2850000000017
250,1009,2043.5295000000008
250,255,266.35
250,853,100.09649999999999
251,55,291.29999999999995
251,891,1377.850000000001
251,268,2731.108500000005
252,268,302.1374999999999
252,257,9166.09349999999
252,263,2087.1645000000017
253,266,2.481
253,255,0.0
