start,end,flow,travel_time
1,870,0.0,1.3800000190735
1,854,0.0,0.78000001907349
2,934,0.0,1.3200000762939
2,938,13.999999999999996,0.42000002861023
2,893,0.0,0.42000002861023
3,911,0.0,2.0400001525879
3,909,1791.8333333333337,0.6
3,929,0.0,1.5000000953674
3,923,0.0,1.3200000762939
4,902,0.0,1.6800001144409
4,917,503.25,0.54000000953674
4,920,357.24999999999994,0.6
4,919,0.0,0.9
4,932,0.0,1.0800000190735
5,1029,70.25,0.84000005722046
5,1010,0.0,2.2800001144409
5,1009,599.75,0.6
6,1018,103.58333333333333,0.66000003814697
6,1008,0.0,1.6200000762939
6,992,46.41666666666667,0.42000002861023
7,972,70.75,0.72000002861023
7,970,271.5833333333333,0.96000003814697
7,973,220.25,0.9
7,971,93.16666666666666,0.78000001907349
7,974,125.91666666666667,1.0800000190735
8,996,101.50000000000003,0.54000000953674
8,1012,262.5,0.78000001907349
9,840,122.00000000000001,0.36000001430511
10,839,416.08333333333326,1.5200000762939
10,535,279.5833333333332,1.0400000254313
11,200,548.4166666666667,1.5600001017253
11,166,480.5833333333333,1.5600001017253
12,199,214.49999999999997,1.2
12,167,272.5,1.8800000508626
13,170,393.00000000000006,0.84000002543132
14,197,493.74999999999994,1.1200000762939
14,169,190.00000000000003,2.2800000508626
14,191,91.5,2.2800000508626
15,189,201.83333333333331,0.24000000953674
15,171,435.50000000000006,0.68000005086263
16,224,375.25,1.3200000762939
16,195,838.75,1.8800000508626
17,173,954.5833333333333,2.4400001525879
17,187,274.41666666666674,2.4400001525879
18,174,1505.1666666666665,1.6800000508626
18,186,260.83333333333337,2.4400001525879
19,220,358.3333333333333,1.2800000508626
19,190,187.66666666666666,1.8800000508626
20,183,19.666666666666668,2.5200002034505
20,177,169.33333333333331,2.1600001017253
21,213,33.666666666666664,3.7600001017253
21,182,398.33333333333326,0.76000003814697
22,262,127.00000000000001,0.68000005086263
23,278,144.0,0.56000003814697
24,277,133.0,1.1200000762939
24,266,244.00000000000003,1.1200000762939
25,354,23.83333333333333,2.6400001525879
25,212,945.1666666666669,0.8
26,260,78.99999999999999,0.52000001271566
27,285,68.0,1.1200000762939
28,238,0.0,1.8800000508626
28,225,114.00000000000001,1.4800000508626
29,230,980.6666666666667,0.52000001271566
30,245,37.416666666666664,3.9200002034505
30,240,1.5833333333333337,1.0400000254313
31,239,1566.5,1.6400000254313
31,237,41.5,3.8000002543132
32,243,76.0,0.52000001271566
33,295,66.16666666666667,1.2
33,273,297.49999999999994,1.1200000762939
33,294,0.0,0.96000003814697
33,274,193.33333333333334,1.1200000762939
34,272,329.0,0.84000002543132
35,293,207.00000000000003,0.56000003814697
36,300,562.0000000000002,0.6
37,305,79.99999999999999,0.84000002543132
38,341,291.91666666666663,2.9600001017253
38,340,468.33333333333337,2.5600001017253
38,336,610.6666666666667,2.9600001017253
38,289,583.0833333333334,2.5600001017253
39,327,459.99999999999994,0.56000003814697
40,329,446.0000000000001,0.6
