start,end,flow,travel_time
1,870,0.0,1.3800000190735
1,854,0.0,0.78000001907349
2,934,0.0,1.3200000762939
2,938,14.0,0.42000002861023
2,893,0.0,0.42000002861023
3,911,0.0,2.0400001525879
3,909,1666.9999999999998,0.6
3,929,0.0,1.5000000953674
3,923,0.0,1.3200000762939
4,902,0.0,1.6800001144409
4,917,354.7785521471742,0.54000000953674
4,920,255.22144785282578,0.6
4,919,0.0,0.9
4,932,0.0,1.0800000190735
5,1029,66.99999935795856,0.84000005722046
5,1010,0.0,2.2800001144409
5,1009,603.0000006420414,0.6
6,1018,149.9999983031762,0.66000003814697
6,1008,0.0,1.6200000762939
6,992,1.6968237701456209e-06,0.42000002861023
7,972,0.021549181609763123,0.72000002861023
7,970,319.1634492783362,0.96000003814697
7,973,185.70195387011626,0.9
7,971,80.13593037654468,0.78000001907349
7,974,136.97711729339295,1.0800000190735
8,996,142.0000075210567,0.54000000953674
8,1012,221.99999247894323,0.78000001907349
9,840,122.0,0.36000001430511
10,839,425.49035021705663,1.5200000762939
10,535,281.2667617581022,1.0400000254313
11,200,360.0011725928922,1.5600001017253
11,166,668.9988274071073,1.5600001017253
12,199,122.63487826683229,1.2
12,167,364.3651217331675,1.8800000508626
13,170,392.99999999999994,0.84000002543132
14,197,406.8718300810778,1.1200000762939
14,169,220.35278299330625,2.2800000508626
14,191,118.77540139120225,2.2800000508626
15,189,149.23484634008247,0.24000000953674
15,171,328.7308586130221,0.68000005086263
16,224,372.2080523393629,1.3200000762939
16,195,841.791947660637,1.8800000508626
17,173,844.4323093501721,2.4400001525879
17,187,384.5676906498279,2.4400001525879
18,174,1488.4617752298436,1.6800000508626
18,186,277.53822477015706,2.4400001525879
19,220,205.4942027729047,1.2800000508626
19,190,340.5057972270952,1.8800000508626
20,183,30.176516508812597,2.5200002034505
20,177,158.82348349118735,2.1600001017253
21,213,131.99999978598618,3.7600001017253
21,182,300.0000002140138,0.76000003814697
22,262,127.0,0.68000005086263
23,278,144.0,0.56000003814697
24,277,127.88583941439778,1.1200000762939
24,266,249.11416058560218,1.1200000762939
25,354,90.44605686482183,2.6400001525879
25,212,878.5539431351777,0.8
26,260,79.0,0.52000001271566
27,285,68.0,1.1200000762939
28,238,51.0,1.8800000508626
28,225,114.0,1.4800000508626
29,230,872.928610981656,0.52000001271566
30,245,38.99949647432662,3.9200002034505
30,240,0.0005035256733700039,1.0400000254313
31,239,1515.9281079604443,1.6400000254313
31,237,92.07189203955639,3.8000002543132
32,243,76.0,0.52000001271566
33,295,70.99999499688124,1.2
33,273,332.45844862245457,1.1200000762939
33,294,0.0,0.96000003814697
33,274,153.54155638066405,1.1200000762939
34,272,329.0,0.84000002543132
35,293,206.99999999999997,0.56000003814697
36,300,562.0,0.6
37,305,80.0,0.84000002543132
38,341,250.73732422009604,2.9600001017253
38,340,466.2482602449739,2.5600001017253
38,336,733.4576478373483,2.9600001017253
38,289,503.55676769758156,2.5600001017253
