start,end,flow,travel_time
1,316,0.0,1.0833333333333
1,290,2041.4772109541423,1.0833333333333
1,307,204.631789045857,1.0833333333333
2,304,0.0,1.6666666666667
2,302,0.0,1.6666666666667
3,306,5.038,1.0833333333333
3,301,0.0,1.0833333333333
4,301,0.0,1.0833333333333
4,306,0.0,1.0833333333333
5,299,0.0,0.5
5,310,6384.955017649879,1.0833333333333
5,298,723.3035674882688,0.5
6,425,199.93843962490334,0.83333333333333
6,424,2487.9715603750956,0.83333333333333
6,456,0.0,0.83333333333333
7,274,694.0471080724232,0.66666666666667
7,281,937.6238919275754,0.66666666666667
7,283,0.0,0.66666666666667
8,456,0.0,0.66666666666667
8,272,1769.5839600428553,0.66666666666667
8,474,527.9385617512354,0.66666666666667
8,480,2208.2390799875066,0.66666666666667
9,277,615.6199999999995,0.5
10,206,21.506805932588623,0.41666666666667
10,205,0.0,0.41666666666667
10,214,241.313194067411,0.41666666666667
11,207,0.0,0.66666666666667
11,206,610.7519999999998,0.66666666666667
12,210,303.0960731635718,0.83333333333333
12,217,0.0,0.83333333333333
12,222,320.746926836428,0.83333333333333
13,211,53.201610400165826,0.66666666666667
13,224,215.3120027772833,0.66666666666667
13,208,1005.6674195660709,0.66666666666667
14,244,694.8849999999998,0.58333333333333
15,538,1344.0177101101249,0.83333333333333
15,533,930.5492898898731,0.83333333333333
15,228,724.5538777776238,0.83333333333333
16,601,140.46272561737078,1.0
16,602,506.1372743826289,1.0
17,597,0.0,0.66666666666667
17,621,0.0,0.66666666666667
17,608,145.01599999999993,0.66666666666667
18,914,0.0,0.91666666666667
18,937,14.613819908680231,0.91666666666667
18,946,549.8167077274795,0.91666666666667
18,938,590.0094723638394,0.91666666666667
19,931,20.555145980443985,0.83333333333333
19,919,0.0,0.83333333333333
19,617,1217.3728540195564,0.83333333333333
20,916,616.9269999999998,0.75
21,943,633.5831341065133,0.5
21,915,522.6068658934865,0.5
22,831,492.5889999999999,1.1666666666667
23,836,2440.023220200196,1.0833333333333
23,839,888.5034653994684,1.0833333333333
23,823,1960.3496416956016,1.0833333333333
23,835,0.0,1.0833333333333
24,855,3509.8775085870498,1.1666666666667
24,827,288.21938098158614,1.1666666666667
24,838,707.2529096949047,1.1666666666667
25,841,56.3793024439885,1.25
25,849,1.0183572661882498,1.25
25,821,2976.440697556011,1.25
