start,end,flow,travel_time
1,316,0.0,1.0833333333333
1,290,2246.108999999999,1.0833333333333
1,307,0.0,1.0833333333333
2,304,0.0,1.6666666666667
2,302,0.0,1.6666666666667
3,306,5.038,1.0833333333333
3,301,0.0,1.0833333333333
4,301,0.0,1.0833333333333
4,306,0.0,1.0833333333333
5,299,0.0,0.5
5,310,7612.1140049740525,1.0833333333333
5,298,723.5209999999995,0.5
6,425,0.0,0.83333333333333
6,424,2687.9099999999994,0.83333333333333
6,456,0.0,0.83333333333333
7,274,981.391616202056,0.66666666666667
7,281,650.2793837979428,0.66666666666667
7,283,0.0,0.66666666666667
8,456,0.0,0.66666666666667
8,272,1616.8479410945404,0.66666666666667
8,474,629.2303282948634,0.66666666666667
8,480,1715.789828725428,0.66666666666667
9,277,615.6199999999995,0.5
10,206,0.0,0.41666666666667
10,205,0.0,0.41666666666667
10,214,262.8199999999998,0.41666666666667
11,207,0.0,0.66666666666667
11,206,610.7519999999998,0.66666666666667
12,210,263.1367626953582,0.83333333333333
12,217,0.0,0.83333333333333
12,222,360.7062373046413,0.83333333333333
13,211,54.56399983835665,0.66666666666667
13,224,239.62473046906524,0.66666666666667
13,208,509.18240412363826,0.66666666666667
14,244,694.8849999999998,0.58333333333333
15,538,1632.8728313833487,0.83333333333333
15,533,641.6941686166502,0.83333333333333
15,228,638.2483642971619,0.83333333333333
16,601,646.5999999999997,1.0
16,602,0.0,1.0
17,597,0.0,0.66666666666667
17,621,0.0,0.66666666666667
17,608,145.01599999999993,0.66666666666667
18,914,0.0,0.91666666666667
18,937,0.0,0.91666666666667
18,946,176.57197038747537,0.91666666666667
18,938,977.8680296125242,0.91666666666667
19,931,579.4479219457926,0.83333333333333
19,919,0.0,0.83333333333333
19,617,658.4800780542062,0.83333333333333
20,916,616.9269999999998,0.75
21,943,1001.7784199976498,0.5
21,915,154.41158000234884,0.5
22,831,492.5889999999999,1.1666666666667
23,836,1134.300084927162,1.0833333333333
23,839,1228.539102290933,1.0833333333333
23,823,2910.5803229250478,1.0833333333333
23,835,0.0,1.0833333333333
24,855,3499.8813746549467,1.1666666666667
24,827,569.4706253450491,1.1666666666667
24,838,0.0,1.1666666666667
25,841,0.0,1.25
25,849,111.62434348393353,1.25
25,821,3032.82,1.25
26,844,0.0,0.66666666666667
26,851,904.7392126162804,0.66666666666667
26,322,2326.35778738372,0.66666666666667
27,317,5513.095377088881,0.66666666666667
27,333,0.0,0.66666666666667
27,832,0.0,0.66666666666667
27,824,3838.7152444046333,0.66666666666667
28,825,0.0,0.66666666666667
28,339,3846.297999999998,0.66666666666667
28,328,0.0,0.66666666666667
29,325,2242.2119999999995,0.75
29,331,0.0,0.75
30,286,364.3924715689885,0.66666666666667
30,340,1113.5329999999992,0.66666666666667
31,779,2056.6306107710184,0.61666666666667
31,366,2094.0647219763887,0.61666666666667
31,405,1711.778124502543,0.61666666666667
31,448,0.0,0.61666666666667
32,347,2994.975769683981,0.66666666666667
32,356,128.22523031602532,0.66666666666667
32,287,0.0,0.66666666666667
32,355,0.0,0.66666666666667
33,255,5915.132369240372,1.0833333333333
33,858,5783.537641200319,1.0833333333333
33,963,1768.964767617832,1.0833333333333
33,961,3329.6473701589925,1.0833333333333
34,967,1052.36508475913,0.91666666666667
34,964,417.2763986463887,0.91666666666667
34,870,1758.2739250926884,0.91666666666667
34,962,1701.2888184119595,0.91666666666667
35,869,4584.679476116205,0.75
35,760,958.8120672810339,0.75
35,966,218.19867531120607,0.75
35,758,8066.646324390306,0.75
36,796,0.0,0.61666666666667
36,767,201.15629112033773,0.61666666666667
36,764,105.49285424776461,0.61666666666667
36,788,2740.407425916459,0.61666666666667
36,763,847.8371478999918,0.61666666666667
37,349,65.73841317185953,0.7
37,458,10.316669825761199,0.7
37,393,75.83061294782154,0.7
37,803,2094.5899170023795,0.7
37,459,0.0,0.7
38,255,5186.3010403588805,0.78333333333333
38,262,5615.908397130504,0.78333333333333
38,267,6955.0967521883285,0.78333333333333
